lulusan_id,mahasiswa_id,prodi_id,tanggal_lulus,ipk,lama_studi_bulan,status_pasca_lulus,nama_perusahaan,bidang_kerja,masa_tunggu_bulan,sumber_data,ingested_at
LLS1f7e719b,2018PWK33419,PWK,2023-12-08,3.36,67,Belum Bekerja,NUS Singapore,Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSfa8d41fd,2020TG00404,TG,2024-02-09,3.32,43,Belum Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS99089780,2019TLK00550,TLK,2023-04-10,3.28,55,Bekerja,Unsri,Tidak Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe65e965b,2020PWK43162,PWK,2024-07-09,3.42,65,Belum Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLSf1e9d6d8,2023TL40273,TL,2027-01-01,3.58,56,Bekerja,IPB University,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLScb6e270f,2021PWK44350,PWK,2025-09-09,3.41,62,Bekerja,,Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS799b36a5,2019TL08127,TL,2023-12-04,2.9,50,Studi Lanjut,,Tidak Sesuai,14,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS3b3c1a61,2019AG42496,AG,2025-03-27,3.54,65,Bekerja,Osaka University,Tidak Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLSa9c4a0ae,2022AR43886,AR,2026-01-01,3.46,68,Wirausaha,PT Bukit Asam,Tidak Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLS4f09a85d,2018AR39936,AR,2024-12-07,3.86,52,Belum Bekerja,Unsri,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLSa27bc194,2023IF33814,IF,2027-01-01,3.3,72,Wirausaha,PT Bukit Asam,Tidak Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS5fe85162,2021SK00847,SK,2025-06-01,3.56,65,Studi Lanjut,Google Indonesia,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLSb7b3b62a,2020GL36941,GL,2025-06-03,3.11,45,Belum Bekerja,World Bank Jakarta,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLScce13d4c,2018TLK15542,TLK,2024-06-29,3.15,58,Bekerja,IPB University,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLSe3e5b813,2018IF26986,IF,2024-09-28,3.23,51,Bekerja,Universitas Indonesia,Tidak Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS756bde60,2022FT28845,FT,2026-01-01,3.9,60,Wirausaha,JICA Indonesia,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSbcf3d77b,2018MTK33562,MTK,2022-07-05,3.53,52,Studi Lanjut,,Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSff758c2f,2023AR15489,AR,2027-01-01,3.36,60,Studi Lanjut,,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS2d517045,2020TM18036,TM,2025-07-03,3.13,49,Wirausaha,TU Delft,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS306fba5a,2022AR23615,AR,2026-01-01,3.29,44,Belum Bekerja,World Bank Jakarta,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSb8ddf9d1,2021AG00941,AG,2025-12-03,2.84,61,Bekerja,PT Telkom Indonesia,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa209f799,2019PWK43091,PWK,2024-07-06,3.24,47,Wirausaha,,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS801c992d,2021PWK20318,PWK,2025-12-14,3.78,71,Studi Lanjut,,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS60b52f17,2022KIM25341,KIM,2026-01-01,3.25,54,Bekerja,,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS26a85cd0,2019TLK41419,TLK,2023-09-28,3.68,46,Belum Bekerja,BRIN,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS1026db34,2022MB43981,MB,2026-01-01,3.94,42,Belum Bekerja,,Tidak Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS906da08d,2018TP11698,TP,2023-03-12,3.93,67,Bekerja,Unsri,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc3bf8700,2018GD26130,GD,2022-12-25,3.53,50,Studi Lanjut,TU Delft,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1295eea6,2019TL00451,TL,2023-07-05,3.43,42,Wirausaha,ITS,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4dfbc67c,2020GD16507,GD,2024-03-12,3.69,43,Bekerja,,Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLSe84824ba,2021TE00056,TE,2025-01-08,3.16,58,Belum Bekerja,PT Astra International,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS66e19885,2018BIO26763,BIO,2022-08-17,3.65,56,Belum Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS35face76,2019TS16158,TS,2025-08-14,3.64,69,Studi Lanjut,,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSb6f4618d,2018TM29753,TM,2022-07-28,3.14,59,Wirausaha,Kyushu University,Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLS49af8738,2023TP49499,TP,2027-01-01,3.49,57,Belum Bekerja,Politeknik Negeri Lampung,Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS31ea9463,2021IF39674,IF,2025-05-08,3.04,59,Bekerja,IPB University,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS5d758499,2021TP41095,TP,2025-02-25,3.14,66,Bekerja,Kyushu University,Sesuai,4,Tracer Study,2026-05-13T19:21:14+07:00
LLS819b63c3,2018TI40582,TI,2022-02-15,3.38,51,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS0ad75567,2021TS38129,TS,2025-02-27,3.84,42,Studi Lanjut,PT Telkom Indonesia,Tidak Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS52d38382,2019BIO29256,BIO,2025-11-07,3.62,48,Belum Bekerja,,Tidak Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS84f7b990,2020PWK22545,PWK,2024-12-21,3.8,51,Wirausaha,,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLS826deb1b,2020TM12282,TM,2025-12-18,3.81,55,Belum Bekerja,,Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS0b3dc887,2021TS09763,TS,2025-02-11,3.49,58,Bekerja,PT Astra International,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS795c0ce4,2020SI40573,SI,2024-06-04,3.48,51,Bekerja,BRIN,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS067fde28,2022TG43620,TG,2026-01-01,3.77,64,Bekerja,PT Astra International,Tidak Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSffe07f53,2020SI13594,SI,2024-02-07,3.68,64,Bekerja,Google Indonesia,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS80b6c482,2023TK29658,TK,2027-01-01,3.16,68,Belum Bekerja,PT Bukit Asam,Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLSc5ae5151,2019TL08419,TL,2024-06-22,3.11,45,Bekerja,Universitas Lampung,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS53421c06,2020TM18781,TM,2025-07-29,3.58,69,Studi Lanjut,Unila,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa7fbc60c,2020TI16276,TI,2024-01-23,2.84,48,Bekerja,,Tidak Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa85f13df,2019FT12957,FT,2025-06-04,3.3,61,Bekerja,,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLSc0604bde,2021AG08567,AG,2025-08-06,3.61,59,Bekerja,,Sesuai,3,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSa2ae5053,2021FT22092,FT,2025-05-29,3.68,47,Studi Lanjut,,Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLSfd0f4ce9,2021BIO15192,BIO,2025-06-28,3.72,52,Bekerja,Kyushu University,Tidak Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS720b57ee,2023TK39959,TK,2027-01-01,3.52,68,Belum Bekerja,PT Telkom Indonesia,Tidak Sesuai,6,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS8932f32f,2023AG15612,AG,2027-01-01,3.14,45,Bekerja,UNDP Indonesia,Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSd6b4a1ba,2019MTK40989,MTK,2024-01-16,3.01,58,Bekerja,,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS02754b15,2018PWK48467,PWK,2022-03-16,2.98,50,Belum Bekerja,,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS65892023,2018GD21299,GD,2022-02-27,3.05,53,Bekerja,BMKG,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLS872e6813,2019TL19984,TL,2024-02-17,2.87,55,Bekerja,LIPI,Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLS5180d823,2023AG17697,AG,2027-01-01,3.19,64,Bekerja,,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf0853e8f,2022TE28717,TE,2026-01-01,3.3,63,Bekerja,PT Telkom Indonesia,Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLSc8b25e8f,2023TE15790,TE,2027-01-01,3.53,67,Bekerja,ITB,Tidak Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSa18a4ce5,2021GL23565,GL,2025-05-16,3.35,58,Belum Bekerja,PT Bukit Asam,Sesuai,9,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS8c59e4b5,2021TLK48602,TLK,2025-12-20,3.47,62,Belum Bekerja,BMKG,Tidak Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS40e42ce4,2021AR12990,AR,2025-06-29,3.86,44,Bekerja,,Tidak Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLSfb7a1780,2018AG13106,AG,2022-07-03,3.62,67,Bekerja,Unila,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS4b825416,2021TM23936,TM,2025-08-07,3.89,55,Studi Lanjut,,Tidak Sesuai,2,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS804ad80c,2023AR03198,AR,2027-01-01,3.02,65,Bekerja,,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLSb5975e5e,2023KIM02693,KIM,2027-01-01,2.81,51,Belum Bekerja,Telkom University,Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLS99dedae7,2020TG09433,TG,2025-12-11,3.13,66,Studi Lanjut,,Tidak Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS3c16b007,2018IF06391,IF,2024-12-28,3.67,50,Bekerja,,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2f7fb994,2018FIS26188,FIS,2022-06-10,3.49,63,Bekerja,Universitas Lampung,Sesuai,17,Tracer Study,2026-05-13T19:21:14+07:00
LLS11deec18,2023TK15568,TK,2027-01-01,3.46,46,Bekerja,Huawei Indonesia,Tidak Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS6081c0bb,2019IF15427,IF,2025-09-09,3.07,57,Studi Lanjut,Toyota Motor Manufacturing,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLSd44444f9,2022IF26026,IF,2026-01-01,3.2,49,Bekerja,PT Pertamina,Tidak Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLS18c2ef0a,2021SK14096,SK,2025-06-30,3.19,52,Bekerja,PT PLN,Tidak Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLS0d12aed7,2021TP48978,TP,2025-08-29,3.13,42,Bekerja,,Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSfd56d78a,2019AG39789,AG,2023-07-14,2.8,50,Wirausaha,PT Telkom Indonesia,Tidak Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc17dd366,2020TE26615,TE,2024-04-15,3.92,57,Bekerja,Unsri,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe6bdd601,2018TLK30650,TLK,2022-02-23,3.0,49,Studi Lanjut,ITS,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc5d4bc3d,2023TLK18966,TLK,2027-01-01,3.51,49,Bekerja,TU Delft,Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS04077928,2020TK12974,TK,2025-10-03,2.89,54,Bekerja,Chulalongkorn University,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS83c470a6,2021TS29342,TS,2025-07-28,3.84,43,Bekerja,PT Telkom Indonesia,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLSca2709b5,2023SI37641,SI,2027-01-01,3.15,68,Belum Bekerja,PT Astra International,Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLS07c76150,2018TM28519,TM,2022-03-08,3.47,47,Bekerja,PT Astra International,Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLSbdbd11d5,2020BIO16811,BIO,2025-12-23,3.33,71,Bekerja,,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe0d989c1,2018AG09165,AG,2022-11-15,3.75,50,Bekerja,,Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS903fab1d,2020TL39132,TL,2024-08-04,3.6,71,Belum Bekerja,ITS,Tidak Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLSf14576bf,2019FT05410,FT,2024-11-01,3.9,44,Bekerja,ITB,Tidak Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLS12303254,2023TS19705,TS,2027-01-01,3.11,59,Bekerja,World Bank Jakarta,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS32cac76f,2022PWK28080,PWK,2026-01-01,3.92,46,Bekerja,Chulalongkorn University,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS10683e09,2019SK31401,SK,2023-09-15,3.55,56,Bekerja,Unsri,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS13646930,2021PWK41249,PWK,2025-03-28,3.0,58,Bekerja,Osaka University,Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4cbdcc88,2021TLK47377,TLK,2025-04-21,3.77,49,Belum Bekerja,,Tidak Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLS0250a359,2021GL20055,GL,2025-06-26,2.82,48,Bekerja,Telkom University,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS7e5b4865,2023TK02177,TK,2027-01-01,3.36,62,Bekerja,Universitas Indonesia,Tidak Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLSed2af8f3,2022IF26455,IF,2026-01-01,3.25,51,Bekerja,Google Indonesia,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS8fed5deb,2019PWK26303,PWK,2024-02-19,3.75,43,Wirausaha,NUS Singapore,Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLSaf1b2d5e,2020SK01379,SK,2024-04-26,3.18,52,Belum Bekerja,Unsri,Tidak Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2c1909e9,2021TS02040,TS,2025-04-05,2.84,48,Bekerja,ITS,Tidak Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLS7e8a3cf9,2018TK47131,TK,2022-03-09,3.8,49,Bekerja,Chulalongkorn University,Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLSab8db0d8,2022PWK19282,PWK,2026-01-01,3.81,57,Bekerja,BRIN,Tidak Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS6bdc10d3,2023PWK12020,PWK,2027-01-01,3.3,58,Bekerja,,Tidak Sesuai,4,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4f61b61d,2018MTK16783,MTK,2023-01-04,3.17,55,Belum Bekerja,PT PLN,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS5c9b38a6,2019GD20746,GD,2024-03-18,3.84,63,Bekerja,,Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLS9b3ded46,2023GD00829,GD,2027-01-01,3.29,63,Bekerja,Universitas Lampung,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS2bee06bf,2019FT25210,FT,2025-09-19,3.79,48,Bekerja,ITS,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSb9709e8d,2021SK04894,SK,2025-08-11,3.68,54,Studi Lanjut,PT Bukit Asam,Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSae0d836e,2021TL29573,TL,2025-07-26,3.01,43,Bekerja,PT Pertamina,Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS8f828dad,2022IF26873,IF,2026-01-01,2.93,54,Belum Bekerja,BPS Lampung,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLS58ba0adf,2020AG41017,AG,2024-08-08,3.34,48,Bekerja,Universitas Indonesia,Tidak Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc7de8e03,2021AR05631,AR,2025-10-10,3.37,48,Bekerja,,Tidak Sesuai,2,Tracer Study,2026-05-13T19:21:14+07:00
LLS317eab9f,2019SK31079,SK,2023-10-14,3.56,44,Belum Bekerja,BPS Lampung,Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS64b02419,2019TG49442,TG,2024-01-03,3.64,68,Studi Lanjut,World Bank Jakarta,Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLS01ff6ead,2020FIS05146,FIS,2024-01-09,3.42,63,Wirausaha,,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS6d9bc26f,2023BIO33071,BIO,2027-01-01,3.92,66,Belum Bekerja,,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS63ab869e,2023TG25409,TG,2027-01-01,3.52,45,Bekerja,Chulalongkorn University,Tidak Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4c165220,2020SI40320,SI,2025-01-27,3.42,49,Bekerja,,Tidak Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSea56111e,2022MB34114,MB,2026-01-01,2.98,49,Wirausaha,,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLSde827763,2022GD29696,GD,2026-01-01,3.01,61,Belum Bekerja,BRIN,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS50d60fcf,2019SI29711,SI,2023-01-04,2.97,59,Bekerja,LIPI,Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc5f93679,2018FIS16935,FIS,2023-12-29,3.44,64,Bekerja,Google Indonesia,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS517a38d7,2021MTK28455,MTK,2025-10-29,3.78,58,Bekerja,IPB University,Tidak Sesuai,4,Tracer Study,2026-05-13T19:21:14+07:00
LLSd7e1bc19,2020GL43102,GL,2025-04-15,2.81,50,Bekerja,,Tidak Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS1de69900,2021SI06864,SI,2025-08-05,2.94,50,Studi Lanjut,NUS Singapore,Sesuai,13,Tracer Study,2026-05-13T19:21:14+07:00
LLSd9582d35,2019TLK24991,TLK,2023-08-17,3.46,66,Wirausaha,Universitas Lampung,Sesuai,16,Tracer Study,2026-05-13T19:21:14+07:00
LLS65530c2f,2022GL18661,GL,2026-01-01,3.49,48,Belum Bekerja,LIPI,Sesuai,0,Tracer Study,2026-05-13T19:21:14+07:00
LLSac8bd4d2,2023IF48633,IF,2027-01-01,3.81,50,Studi Lanjut,,Tidak Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe7b546cb,2021SK30741,SK,2025-02-03,3.71,48,Bekerja,IPB University,Tidak Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSef297024,2018TI07452,TI,2024-05-31,3.48,62,Bekerja,Osaka University,Sesuai,14,Tracer Study,2026-05-13T19:21:14+07:00
LLSc9e66e7d,2020AR27309,AR,2024-01-29,3.01,55,Bekerja,,Tidak Sesuai,18,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc6683595,2023BIO14117,BIO,2027-01-01,3.85,43,Bekerja,,Tidak Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
LLS44d75612,2020TG42737,TG,2024-01-03,3.83,56,Bekerja,Universitas Lampung,Tidak Sesuai,8,Tracer Study,2026-05-13T19:21:14+07:00
LLS04e7d56c,2019TS06374,TS,2024-02-15,3.2,50,Bekerja,PT Telkom Indonesia,Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS3cb30735,2022FT18246,FT,2026-01-01,3.6,55,Bekerja,World Bank Jakarta,Tidak Sesuai,5,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS023ed4f8,2023TE19632,TE,2027-01-01,3.31,68,Wirausaha,Bank Indonesia,Tidak Sesuai,4,Tracer Study,2026-05-13T19:21:14+07:00
LLS04ce053d,2022FIS17575,FIS,2026-01-01,2.89,57,Studi Lanjut,,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS6efbdcc5,2022TP07383,TP,2026-01-01,3.43,72,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS6dab3c2c,2020TE40830,TE,2025-10-03,3.55,48,Wirausaha,Google Indonesia,Sesuai,11,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS03ca7266,2021TI11838,TI,2025-01-20,3.15,58,Studi Lanjut,NUS Singapore,Tidak Sesuai,13,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS77cd9e17,2020MTK32279,MTK,2025-04-13,3.42,54,Bekerja,PT Bukit Asam,Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2408175f,2023BIO42398,BIO,2027-01-01,3.28,42,Bekerja,NUS Singapore,Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS853683ed,2018TK01153,TK,2023-07-01,2.87,66,Belum Bekerja,Osaka University,Sesuai,5,Tracer Study,2026-05-13T19:21:14+07:00
LLS60389df1,2019GL37540,GL,2025-06-23,3.45,56,Bekerja,BRIN,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS61cb0aa9,2019AG11091,AG,2025-09-10,3.47,47,Belum Bekerja,Universitas Indonesia,Tidak Sesuai,17,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSe0bb287c,2023TG04620,TG,2027-01-01,3.02,64,Belum Bekerja,,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLS5790e6ab,2018TE28151,TE,2024-12-08,3.4,44,Belum Bekerja,BRIN,Sesuai,12,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSdd6437ec,2018TLK21638,TLK,2023-04-15,3.81,48,Wirausaha,TU Delft,Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS664db748,2021TLK19293,TLK,2025-07-06,3.75,58,Wirausaha,Universitas Lampung,Sesuai,14,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSc63b6ea8,2018KIM44704,KIM,2022-09-09,3.24,44,Studi Lanjut,ITS,Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLSca331b9a,2019PWK25397,PWK,2024-07-05,3.26,64,Belum Bekerja,Toyota Motor Manufacturing,Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf21277be,2019AR47187,AR,2024-05-28,3.33,68,Belum Bekerja,PT Pertamina,Sesuai,11,Tracer Study,2026-05-13T19:21:14+07:00
LLSc5818ca2,2021TK02117,TK,2025-12-28,2.77,53,Studi Lanjut,,Sesuai,10,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSbe30d584,2021SK25006,SK,2025-02-15,3.02,48,Belum Bekerja,ITB,Tidak Sesuai,10,Tracer Study,2026-05-13T19:21:14+07:00
LLS770cff55,2018TE05225,TE,2023-07-25,3.91,44,Belum Bekerja,Osaka University,Sesuai,18,Tracer Study,2026-05-13T19:21:14+07:00
LLS92833af6,2018FT45931,FT,2023-03-05,3.04,58,Bekerja,JICA Indonesia,Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS86b38c5d,2019TP32989,TP,2023-09-15,3.14,56,Studi Lanjut,TU Delft,Tidak Sesuai,15,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS718b0d41,2019TG19257,TG,2023-09-28,3.13,42,Belum Bekerja,PT Telkom Indonesia,Tidak Sesuai,7,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS4251044b,2020MTK30124,MTK,2025-06-04,3.64,68,Wirausaha,,Sesuai,8,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSaeeff3ec,2021TM27759,TM,2025-08-22,3.58,65,Bekerja,BPS Lampung,Tidak Sesuai,16,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSdfc37409,2022TE30476,TE,2026-01-01,2.85,50,Wirausaha,,Tidak Sesuai,4,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLSf6924329,2023TI38730,TI,2027-01-01,3.91,54,Studi Lanjut,Toyota Motor Manufacturing,Tidak Sesuai,12,Tracer Study,2026-05-13T19:21:14+07:00
LLS0fc448de,2021PWK17996,PWK,2025-08-10,3.11,53,Belum Bekerja,Huawei Indonesia,Tidak Sesuai,7,Tracer Study,2026-05-13T19:21:14+07:00
LLSafb619d7,2020FIS15267,FIS,2024-07-13,3.37,57,Bekerja,,Tidak Sesuai,6,Tracer Study,2026-05-13T19:21:14+07:00
LLS973a495e,2020TP07379,TP,2024-03-25,3.56,54,Bekerja,,Tidak Sesuai,9,Tracer Study,2026-05-13T19:21:14+07:00
LLS3abdf87e,2020MB29240,MB,2025-04-12,3.46,69,Studi Lanjut,Universitas Lampung,Sesuai,1,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2f080e3f,2021FT43996,FT,2025-07-29,2.97,59,Bekerja,,Tidak Sesuai,0,Laporan Wisuda,2026-05-13T19:21:14+07:00
LLS2f570b7b,2018MB46042,MB,2022-04-07,3.01,57,Bekerja,Telkom University,Tidak Sesuai,15,Tracer Study,2026-05-13T19:21:14+07:00
LLSeedba601,2022FT06223,FT,2026-01-01,3.65,59,Bekerja,IPB University,Sesuai,3,Tracer Study,2026-05-13T19:21:14+07:00
